Pokedex Number,Pokemon Name,Classification,Legendary Type,Height,Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Games of Origin,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth Name,Experience Growth Total,Experience Yield,Base Happiness,Health Base Stat,Attack Base Stat,Defense Base Stat,Special Attack Base Stat,Special Defense Base Stat,Speed Base Stat,Primary Egg Group,Secondary Egg Group,Cycle Count,Pre-Evolution Pokedex Number,Evolution Method,Evolution Details,Original Pokemon,Form Name
108,Lickitung,Licking Pokemon,,1.2,65.5,Normal,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Cloud Nine,Eliminates the effects of weather.,50,50,Red / Blue / Yellow,2,0,0,0,0,0,45,Medium Fast,1000000,77,70,90,55,75,60,75,30,Monster,,20,,,,,
463,Lickilicky,Licking Pokemon,,1.7,140,Normal,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Oblivious,"The Pokemon is oblivious, and that keeps it from being infatuated or falling for taunts.",Cloud Nine,Eliminates the effects of weather.,50,50,Diamond / Pearl,3,0,0,0,0,0,30,Medium Fast,1000000,180,70,110,85,95,80,95,50,Monster,,20,108,Level Up,Knowing Rollout,,
749,Mudbray,Donkey Pokemon,,1,110,Ground,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Stamina,Boosts the Defense stat when hit by an attack.,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",50,50,Sun / Moon,0,1,0,0,0,0,190,Medium Fast,1000000,77,70,70,100,70,45,55,45,Field,,20,,,,,
750,Mudsdale,Draft Horse Pokemon,,2.5,920,Ground,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Stamina,Boosts the Defense stat when hit by an attack.,Inner Focus,"The Pokemon's intensely focused, and that protects the Pokemon from flinching.",50,50,Sun / Moon,0,2,0,0,0,0,60,Medium Fast,1000000,175,70,100,125,100,55,85,35,Field,,20,749,Level Up,Level 30,,
327,Spinda,Spot Panda Pokemon,,1.1,5,Normal,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Tangled Feet,Raises evasion if the Pokemon is confused.,Contrary,Makes stat changes have an opposite effect.,50,50,Ruby / Sapphire,0,0,0,1,0,0,255,Fast,800000,126,70,60,60,60,60,60,60,Field,Human-Like,15,,,,,
235,Smeargle,Painter Pokemon,,1.2,58,Normal,,Own Tempo,"This Pokemon has its own tempo, and that prevents it from becoming confused.",Technician,Powers up the Pokemon's weaker moves.,Moody,Raises one stat sharply and lowers another every turn.,50,50,Gold / Silver / Crystal,0,0,0,0,0,1,45,Fast,800000,88,70,55,20,35,20,45,75,Field,,20,,,,,
231,Phanpy,Long Nose Pokemon,,0.5,33.5,Ground,,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",,,Sand Veil,Boosts the Pokemon's evasion in a sandstorm.,50,50,Gold / Silver / Crystal,1,0,0,0,0,0,120,Medium Fast,1000000,66,70,90,60,60,40,40,40,Field,,20,,,,,
446,Munchlax,Big Eater Pokemon,,0.6,105,Normal,,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Thick Fat,"The Pokemon is protected by a layed of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",87.5,12.5,Diamond / Pearl,1,0,0,0,0,0,50,Slow,1250000,78,70,135,85,40,40,85,5,Undiscovered,,40,,,,,
216,Teddiursa,Little Bear Pokemon,,0.6,8.8,Normal,,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Quick Feet,Boosts the Speed stat if the Pokemon has a status condition.,Honey Gather,The Pokemon may gather Honey after a battle.,50,50,Gold / Silver / Crystal,0,1,0,0,0,0,120,Medium Fast,1000000,66,70,60,80,50,50,50,40,Field,,20,,,,,
659,Bunnelby,Digging Pokemon,,0.4,5,Normal,,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Cheek Pouch,Restores HP as well when the Pokemon eats a Berry.,Huge Power,Doubles the Pokemon's Attack stat.,50,50,X / Y,0,0,0,0,0,1,255,Medium Fast,1000000,47,70,38,36,38,32,36,57,Field,,15,,,,,
660,Diggersby,Digging Pokemon,,1,42.4,Normal,Ground,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Cheek Pouch,Restores HP as well when the Pokemon eats a Berry.,Huge Power,Doubles the Pokemon's Attack stat.,50,50,X / Y,2,0,0,0,0,0,127,Medium Fast,1000000,148,70,85,56,77,50,77,78,Field,,15,659,Level Up,Level 20,,
710,Pumpkaboo,Pumpkin Pokemon,,0.4,5,Ghost,Grass,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Insomnia,The Pokemon is suffering from insomnia and cannot fall asleep.,50,50,X / Y,0,0,1,0,0,0,120,Medium Fast,1000000,67,70,49,66,70,44,55,51,Amorphous,,20,,,,,
711,Gourgeist,Pumpkin Pokemon,,0.9,12.5,Ghost,Grass,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Insomnia,The Pokemon is suffering from insomnia and cannot fall asleep.,50,50,X / Y,0,0,2,0,0,0,60,Medium Fast,1000000,173,70,56,90,122,58,75,84,Amorphous,,20,710,Trade,,,
263,Zigzagoon,Tiny Raccoon Pokemon,,0.4,17.5,Normal,,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Quick Feet,Boosts the Speed stat if the Pokemon has a status condition.,50,50,Ruby / Sapphire,0,0,0,0,0,1,255,Medium Fast,1000000,56,70,38,30,41,30,41,60,Field,,15,,,,,
264,Linoone,Rushing Pokemon,,0.5,32.5,Normal,,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Quick Feet,Boosts the Speed stat if the Pokemon has a status condition.,50,50,Ruby / Sapphire,0,0,0,0,0,2,90,Medium Fast,1000000,147,70,78,70,61,50,61,100,Field,,15,263,Level Up,Level 20,,
52,Meowth,Scratch Cat Pokemon,,0.4,4.2,Normal,,Pickup,"The Pokemon may pick up the item an opposing Pokemon used during a battle. It may pick up items outside of battle, too.",Technician,Powers up the Pokemon's weaker moves.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,50,50,Red / Blue / Yellow,0,0,0,0,0,1,255,Medium Fast,1000000,58,70,40,45,35,40,40,90,Field,,20,,,,,
311,Plusle,Cheering Pokemon,,0.4,4.2,Electric,,Plus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,,,Lightning Rod,"The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",50,50,Ruby / Sapphire,0,0,0,0,0,1,200,Medium Fast,1000000,142,70,60,50,40,85,75,95,Fairy,,20,,,,,
599,Klink,Gear Pokemon,,0.3,21,Steel,,Plus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,0,0,Black / White,0,0,1,0,0,0,130,Medium Slow,1059860,60,70,40,55,70,45,60,30,Mineral,,20,,,,,
600,Klang,Gear Pokemon,,0.6,51,Steel,,Plus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,0,0,Black / White,0,0,2,0,0,0,60,Medium Slow,1059860,154,70,60,80,95,70,85,50,Mineral,,20,599,Level Up,Level 38,,
601,Klinklang,Gear Pokemon,,0.6,81,Steel,,Plus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,0,0,Black / White,0,0,3,0,0,0,30,Medium Slow,1059860,234,70,60,100,115,70,85,90,Mineral,,20,600,Level Up,Level 49,,
211,Qwilfish,Balloon Pokemon,,0.5,3.9,Water,Poison,Poison Point,Contact with the Pokemon may poison the attacker.,,,Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",50,50,Gold / Silver / Crystal,0,1,0,0,0,0,45,Medium Fast,1000000,88,70,65,95,85,55,55,85,Water 2,,20,,,,,
690,Skrelp,Mock Kelp Pokemon,,0.5,7.3,Poison,Water,Poison Point,Contact with the Pokemon may poison the attacker.,Poison Touch,May poison a target when the Pokemon makes contact.,Adaptability,Powers up moves of the same type as the Pokemon.,50,50,X / Y,0,0,0,0,1,0,225,Medium Fast,1000000,64,70,50,60,60,60,60,30,Water 1,Dragon,20,,,,,
691,Dragalge,Mock Kelp Pokemon,,1.8,81.5,Poison,Dragon,Poison Point,Contact with the Pokemon may poison the attacker.,Poison Touch,May poison a target when the Pokemon makes contact.,Adaptability,Powers up moves of the same type as the Pokemon.,50,50,X / Y,0,0,0,0,2,0,55,Medium Fast,1000000,173,70,65,75,90,97,123,44,Water 1,Dragon,20,690,Level Up,Level 48,,
31,Nidoqueen,Drill Pokemon,,1.3,60,Poison,Ground,Poison Point,Contact with the Pokemon may poison the attacker.,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,0,100,Red / Blue / Yellow,3,0,0,0,0,0,45,Medium Slow,1059860,227,70,90,92,87,75,85,76,Undiscovered,,20,30,Evolutionary Stone,Moon Stone,,
34,Nidoking,Drill Pokemon,,1.4,62,Poison,Ground,Poison Point,Contact with the Pokemon may poison the attacker.,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,100,0,Red / Blue / Yellow,0,3,0,0,0,0,45,Medium Slow,1059860,227,70,81,102,77,85,75,85,Monster,Field,20,33,Evolutionary Stone,Moon Stone,,
29,Nidoran_(Female),Poison Pin Pokemon,,0.4,7,Poison,,Poison Point,Contact with the Pokemon may poison the attacker.,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Hustle,"Boosts the Attack stat, but lowers accuracy.",0,100,Red / Blue / Yellow,1,0,0,0,0,0,235,Medium Slow,1059860,55,70,55,47,52,40,40,41,Monster,Field,20,,,,,
30,Nidorina,Poison Pin Pokemon,,0.8,20,Poison,,Poison Point,Contact with the Pokemon may poison the attacker.,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Hustle,"Boosts the Attack stat, but lowers accuracy.",0,100,Red / Blue / Yellow,2,0,0,0,0,0,120,Medium Slow,1059860,128,70,70,62,67,55,55,56,Undiscovered,,20,29,Level Up,Level 16,,
32,Nidoran_(Male),Poison Pin Pokemon,,0.5,9,Poison,,Poison Point,Contact with the Pokemon may poison the attacker.,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Hustle,"Boosts the Attack stat, but lowers accuracy.",100,0,Red / Blue / Yellow,0,1,0,0,0,0,235,Medium Slow,1059860,55,70,46,57,40,40,40,50,Monster,Field,20,,,,,
33,Nidorino,Poison Pin Pokemon,,0.9,19.5,Poison,,Poison Point,Contact with the Pokemon may poison the attacker.,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Hustle,"Boosts the Attack stat, but lowers accuracy.",100,0,Red / Blue / Yellow,0,2,0,0,0,0,120,Medium Slow,1059860,128,70,61,72,57,55,55,65,Monster,Field,20,32,Level Up,Level 16,,
117,Seadra,Dragon Pokemon,,1.2,25,Water,,Poison Point,Contact with the Pokemon may poison the attacker.,Sniper,Powers up moves if they become critical hits when attacking.,Damp,Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.,50,50,Red / Blue / Yellow,0,0,1,1,0,0,75,Medium Fast,1000000,154,70,55,65,95,95,45,85,Water 1,Dragon,20,116,Level Up,Level 32,,
543,Venipede,Centipede Pokemon,,0.4,5.3,Bug,Poison,Poison Point,Contact with the Pokemon may poison the attacker.,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Speed Boost,Its Speed stat is boosted every turn,50,50,Black / White,0,0,1,0,0,0,255,Medium Slow,1059860,52,70,30,45,59,30,39,57,Bug,,15,,,,,
544,Whirlipede,Curlipede Pokemon,,1.2,58.5,Bug,Poison,Poison Point,Contact with the Pokemon may poison the attacker.,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Speed Boost,Its Speed stat is boosted every turn,50,50,Black / White,0,0,2,0,0,0,120,Medium Slow,1059860,126,70,40,55,99,40,79,47,Bug,,15,543,Level Up,Level 22,,
545,Scolipede,Megapede Pokemon,,2.5,200.5,Bug,Poison,Poison Point,Contact with the Pokemon may poison the attacker.,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Speed Boost,Its Speed stat is boosted every turn,50,50,Black / White,0,0,0,0,0,3,45,Medium Slow,1059860,218,70,60,110,59,55,69,112,Bug,,20,544,Level Up,Level 30,,
307,Meditite,Meditate Pokemon,,0.6,11.2,Fighting,Psychic,Pure Power,"Using its pure power, the Pokemon doubles its Attack stat.",,,Telepathy,Anticipates an ally's attack and dodges it.,50,50,Ruby / Sapphire,0,0,0,0,0,1,180,Medium Fast,1000000,56,70,60,40,55,40,55,60,Human-Like,,20,,,,,
308,Medicham,Meditate Pokemon,,1.3,31.5,Fighting,Psychic,Pure Power,"Using its pure power, the Pokemon doubles its Attack stat.",,,Telepathy,Anticipates an ally's attack and dodges it.,50,50,Ruby / Sapphire,0,0,0,0,0,2,90,Medium Fast,1000000,144,70,60,60,75,60,75,80,Human-Like,,20,307,Level Up,Level 37,,
766,Passimian,Teamwork Pokemon,,2,82.8,Fighting,,Receiver,The Pokemon copies the Ability of a defeated ally.,,,Defiant,Boosts the Pokemon's Attack stat sharply when its stats are lowered.,50,50,Sun / Moon,0,2,0,0,0,0,45,Slow,1250000,172,70,100,120,90,40,60,80,Field,,20,,,,,
698,Amaura,Tundra Pokemon,,1.3,25.2,Rock,Ice,Refrigerate,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.,,,Snow Warning,The Pokemon summons a hailstorm when it enters a battle.,87.5,12.5,X / Y,1,0,0,0,0,0,45,Medium Fast,1000000,72,70,77,59,50,67,63,46,Monster,,30,,,,,
699,Aurorus,Tundra Pokemon,,2.7,225,Rock,Ice,Refrigerate,Normal-type moves become Ice-type moves. The power of those moves is boosted a little.,,,Snow Warning,The Pokemon summons a hailstorm when it enters a battle.,87.5,12.5,X / Y,2,0,0,0,0,0,45,Medium Fast,1000000,104,70,123,77,72,99,92,58,Monster,,30,698,Level Up,Level 39 During The Night,,
667,Litleo,Lion Cub Pokemon,,0.6,13.5,Fire,Normal,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",12.5,87.5,X / Y,0,0,0,1,0,0,220,Medium Slow,1059860,74,70,62,50,58,73,54,72,Field,,20,,,,,
668,Pyroar,Royal Pokemon,,1.5,81.5,Fire,Normal,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,Moxie,"The Pokemon shows moxie, and that boosts the Attack stat after knocking out any Pokemon.",12.5,87.5,X / Y,0,0,0,2,0,0,65,Medium Slow,1059860,177,70,86,68,72,109,66,106,Field,,20,667,Level Up,Level 35,,
403,Shinx,Flash Pokemon,,0.5,9.5,Electric,,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,50,50,Diamond / Pearl,0,1,0,0,0,0,235,Medium Slow,1059860,53,70,45,65,34,40,34,45,Field,,20,,,,,
404,Luxio,Spark Pokemon,,0.9,30.5,Electric,,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,50,50,Diamond / Pearl,0,2,0,0,0,0,120,Medium Slow,1059860,127,100,60,85,49,60,49,60,Field,,20,403,Level Up,Level 15,,
405,Luxray,Gleam Eyes Pokemon,,1.4,42,Electric,,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Intimidate,"The Pokemon intimidates opposing Pokemon upon entering battle, lowering their Attack stat.",Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,50,50,Diamond / Pearl,0,3,0,0,0,0,45,Medium Slow,1059860,235,70,80,120,79,95,79,70,Field,,20,404,Level Up,Level 30,,
610,Axew,Tusk Pokemon,,0.6,18,Dragon,,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,50,50,Black / White,0,1,0,0,0,0,75,Slow,1250000,64,35,46,87,60,30,40,57,Monster,Dragon,40,,,,,
611,Fraxure,Axe Jaw Pokemon,,1,36,Dragon,,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,50,50,Black / White,0,2,0,0,0,0,60,Slow,1250000,144,35,66,117,70,40,50,67,Monster,Dragon,40,610,Level Up,Level 38,,
612,Haxorus,Axe Jaw Pokemon,,1.8,105.5,Dragon,,Rivalry,"Becomes competitive and deals more damage to Pokemon of the same gender, but deals less to Pokemon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,50,50,Black / White,0,3,0,0,0,0,45,Slow,1250000,243,35,76,147,90,60,70,97,Monster,Dragon,40,611,Level Up,Level 48,,
529,Drilbur,Mole Pokemon,,0.3,8.5,Ground,,Sand Rush,Boosts the Pokemon's Speed stat in a sandstorm.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,50,50,Black / White,0,1,0,0,0,0,120,Medium Fast,1000000,66,70,60,85,40,30,45,68,Field,,20,,,,,
530,Excadrill,Subterrene Pokemon,,0.7,40.4,Ground,Steel,Sand Rush,Boosts the Pokemon's Speed stat in a sandstorm.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,50,50,Black / White,0,2,0,0,0,0,60,Medium Fast,1000000,178,70,110,135,60,50,65,88,Field,,20,529,Level Up,Level 31,,
